Marke,ParentSKU,ProductName,Revenue_total,MCP_Name,MCP_Type,MCP_Brand,MCP_Color_keys,MCP_Color_labels,MCP_Collection,MCP_Cut,MCP_Surface,MCP_Features,MCP_Gender,MCP_resolved
KEEPERsport,KS10021-700,KEEPERsport MyVARAN7,17793.16,KEEPERsport MyVaran7 Glove Creator,configurable,KEEPERsport,,,KEEPERsport Varan,"Innennaht (NC), Außennaht (RC), Rollfinger (GC), Hybrid (Mix)",Trocken,,,true
reusch,R5360956-5010,Reusch Pure Contact Venomous Gold X TW-,16974.54,Reusch Pure Contact Venomous Gold X,configurable,REUSCH,"black, green","Schwarz, Grün",Reusch Pure Contact,Hybrid (Mix),Trocken,"Atmungsaktivität, Bequem, Halt, Haltbarkeit, Leicht","Herren, Damen",true
KEEPERsport,KS10008-116,KEEPERsport Varan6 Premier NC 5FS Repl.,16356.43,KEEPERsport Varan6 Premier NC 5FS Repl. TW-,configurable,KEEPERsport,"red, green","Rot, Grün",KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Dämpfung, Ballkontrolle",Herren,true
KEEPERsport,KS10033-630,KEEPERsport Hero x Pro Elite NC 25years,16006.59,KEEPERsport Hero x Pro Elite NC 25years,configurable,KEEPERsport,black,Schwarz,"Hero, Pro",Innennaht (NC),"Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Grip, Leicht, Atmungsaktiv",,true
KEEPERsport,KS10083-755,KEEPERsport Torwarthandschuhe Blau,15384.74,KEEPERsport Varan8 Zone RC Finger Support,configurable,KEEPERsport,blue,Blau,KEEPERsport Varan,Rollfinger (GC),"Normaler Rasen, Trocken",,Herren,true
KEEPERsport,KS10007-425,KEEPERsport Varan6 Premier NC TW-Handsc,14843.04,KEEPERsport Varan6 Premier NC,configurable,KEEPERsport,"blue, green","Blau, Grün",KEEPERsport Varan,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Ballkontrolle",Herren,true
reusch,ETS5170900_2199,Reusch Pure Contact Fusion TW-Handschuh,14438.02,Reusch Pure Contact Fusion,configurable,REUSCH,"yellow, blue","Gelb, Blau",,Innennaht (NC),Trocken,"Bequem, Halt, Leicht",Herren,true
KEEPERsport,KS10032-000,KEEPERsport Hero Elite NC Torwarthandsc,14286.44,KEEPERsport Hero Elite NC,configurable,KEEPERsport,white,Weiß,Hero,Innennaht (NC),"Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Grip, Leicht, Atmungsaktiv",,true
rehab,RH1007-991,rehab  Fighter CG4 NC,14068.19,rehab  Fighter CG4 NC,configurable,rehab goalkeeping,,,,Innennaht (NC),Trocken,,,true
erima,E7221901,Erima Flexinator Ultra Knit TW-Handschu,13874.13,Erima Flexinator Ultra Knit,configurable,erima,"grey, green","Grau, Grün",,Innennaht (NC),Trocken,"Bequem, Grip, Individuelle Passform, Ballkontrolle, Haltbarkeit, Leicht",Herren,true
reusch,R5160901-4011,reusch Pure Contact Gold X #KsEdition,13804.5,Reusch Pure Contact Gold X #KsEdition,configurable,REUSCH,"white, blue","Weiß, Blau",Reusch Pure Contact,,Trocken,"Atmungsaktivität, Bequem, Grip, Halt, Haltbarkeit, Schweißableitend",,true
uhlsport,U1011394012000,uhlsport Prediction Absolutgrip HN Maig,13579.4,Uhlsport Prediction Absolutgrip HN Maignan,configurable,uhlsport,"white, lightpink","Weiß, lightpink",Uhlsport Absolutgrip,"Innennaht (NC), Hybrid (Mix)","Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Absolutgrip+",,true
uhlsport,10379386_1011373012026_01,uhlsport FM Cybertec Ultragrip HN #392,12775.73,Uhlsport Cybertec Ultragrip HN Night Edition,configurable,uhlsport,black,Schwarz,uhlsport Fangmaschine,Innennaht (NC),"Normaler Rasen, Trocken","Bequem, Dämpfung, Grip, Atmungsaktiv",,true
erima,E7221904,Erima Skinator Hybrid Torwarthandschuh,12702.5,erima Skinator Hybrid Match,configurable,erima,,,,Hybrid (Mix),Trocken,,,true
uhlsport,U101133301-1113,uhlsport Prediction Energy Absolutgrip,12632.18,Uhlsport Prediction Energy Absolutgrip HN,configurable,uhlsport,"yellow, blue","Gelb, Blau",Uhlsport Absolutgrip,Innennaht (NC),Trocken,,,true
uhlsport,10373884_1011398_01,Fangmaschine Absolutgrip Tight HN,12533.02,Fangmaschine Absolutgrip Tight HN,configurable,uhlsport,white,Weiß,"uhlsport Fangmaschine, Uhlsport Absolutgrip",Innennaht (NC),"Normaler Rasen, Trocken","Bequem, Dämpfung, Atmungsaktiv",,true
uhlsport,10379388_1011378012026_01,uhlsport FM Cybertec Absolutgrip HN Fit,12412.28,Uhlsport Cybertec Absolutgrip HN Fit Night Edition,configurable,uhlsport,black,Schwarz,Uhlsport Absolutgrip,Innennaht (NC),"Normaler Rasen, Trocken","Dämpfung, Absolutgrip+, Atmungsaktiv",,true
KEEPERsport,KS10002-425,KEEPERsport Varan6 Hero Power TW-Handsc,11910.49,KEEPERsport Varan6 Hero Power,configurable,KEEPERsport,"blue, green","Blau, Grün",KEEPERsport Varan,Hybrid (Mix),Trocken,"Bequem, Dämpfung, Grip, Individuelle Passform, Ballkontrolle, Leicht, Elastizität",Herren,true
reusch,ETS5170959_1100,Reusch Attrakt Fusion TW-Handschuh Weis,11800.69,Reusch Attrakt Fusion,configurable,REUSCH,white,Weiß,Reusch Attrakt,Innennaht (NC),Trocken,"Bequem, Grip, Ballkontrolle, Leicht",Herren,true
uhlsport,U1011376-001,uhlsport FM Cybertec Flex HN Torwarthan,11431.68,Uhlsport Cybertec Flex HN,configurable,uhlsport,"white, blue","Weiß, Blau",uhlsport Fangmaschine,Innennaht (NC),"Normaler Rasen, Trocken",,,true
rehab,RH1003-011,Rehab Torwarthandschuhe Extreme Gelb F0,11408.36,Rehab Extreme,configurable,rehab goalkeeping,"yellow, black","Gelb, Schwarz",rehab Extreme,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Individuelle Passform, Ballkontrolle, Haltbarkeit, Leicht",Herren,true
uhlsport,U1011333012024,uhlsport Earth Edition Absolutgrip HN T,11183.54,Uhlsport Earth Edition Absolutgrip HN,configurable,uhlsport,"white, blue","Weiß, Blau",Uhlsport Absolutgrip,Innennaht (NC),Trocken,,,true
rehab,RH1019-811,Rehab Master NC RG2 Torwarthandschuhe W,11161.31,Rehab Master NC Resist,configurable,rehab goalkeeping,"white, orange","Weiß, Orange",rehab Master,Innennaht (NC),"Kunstrasen / Halle / Bolzplatz, Kunstrasen / Hartplatz","Atmungsaktivität, Dämpfung, Leicht, Atmungsaktiv","Herren, Damen",true
reusch,R5160900-3002,reusch Pure Contact Fusion #KsEd.,10855.48,reusch Pure Contact Fusion #KsEdition,configurable,REUSCH,"red, white","Rot, Weiß",Reusch Pure Contact,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Grip, Halt, Haltbarkeit, Schutz, Schweißableitend",,true
Puma,ETS41763_0001,PUMA Ultra Grip Torwarthandschuh SMU We,10419.97,PUMA Ultra Grip #KsEdition,configurable,PUMA,"black, white","Schwarz, Weiß",,"Außennaht (RC), Hybrid (Mix)",Trocken,"Bequem, Grip, Haltbarkeit, Leicht",Herren,true
reusch,R5470155-4411,reusch Attrakt Gold NC,10414.9,reusch Attrakt Gold NC,configurable,REUSCH,"black, blue","Schwarz, Blau",,,,,,true
uhlsport,U1011385-001,uhlsport Fangmaschine Aquagrip HN Torwa,10351.86,Uhlsport Fangmaschine Aquagrip HN,configurable,uhlsport,blue,Blau,"uhlsport Fangmaschine, Uhlsport Aquagrip",Hybrid (Mix),Nässe / Regen,"Atmungsaktivität, Dämpfung, Atmungsaktiv",,true
rehab,RH1020-911,Rehab Master NC RG2 FS Torwarthandschuh,10196.82,Master NC Resist Fingersave,configurable,rehab goalkeeping,"black, orange","Schwarz, Orange",rehab Master,Innennaht (NC),"Kunstrasen / Halle / Bolzplatz, Kunstrasen / Hartplatz","Atmungsaktivität, Dämpfung, Finger Protection, Atmungsaktiv","Herren, Damen",true
KEEPERsport,KS10006-116,KEEPERsport Varan6 Premier NC 5FS Hands,10190.37,KEEPERsport Varan6 Premier NC 5FS,configurable,KEEPERsport,"white, green","Weiß, Grün",KEEPERsport Varan,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Ballkontrolle",Herren,true
KEEPERsport,KS10003-633,KEEPERsport Varan6 PRO NC Torwarthandsc,10173.91,KEEPERsport Varan6 Pro NC,configurable,KEEPERsport,"yellow, black","Gelb, Schwarz",KEEPERsport Varan,,,,,true
KEEPERsport,KS10003-425,KEEPERsport Varan6 PRO NC Torwarthandsc,9933.07,KEEPERsport Varan6 PRO NC,configurable,KEEPERsport,"blue, green","Blau, Grün",KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Dämpfung, Schutz",Herren,true
Puma,P042064-13,PUMA Future Ultimate Nc Torwarthandschu,9789.74,Puma Future Ultimate Nc Eclipse,configurable,PUMA,black,Schwarz,PUMA FUTURE,Innennaht (NC),"Normaler Rasen, Trocken",,,true
reusch,10180246_5160139_7040_7040_7701,Reusch Attrakt Freegel Gold TW-Handschu,9774.09,Reusch Attrakt Freegel,configurable,REUSCH,"black, green","Schwarz, Grün",,Schmal,,"Bequem, Halt, Ballkontrolle, Leicht",Herren,true
erima,E7222005,Erima Skinator Torwarthandschuh Schwarz,9596.36,erima Skinator Training NC,configurable,erima,"black, orange","Schwarz, Orange",,Innennaht (NC),Trocken,,,true
reusch,R5160204-7701,reusch Legacy Silver #KsEd.,9559.83,Reusch Legacy Silver #KsEdition,configurable,REUSCH,"black, white","Schwarz, Weiß",,Hybrid (Mix),Trocken,,,true
reusch,R5160209-1100,reusch Pure Contact Silver #KsEd. white,9544.02,reusch Pure Contact Silver #KsEdition,configurable,REUSCH,white,Weiß,Reusch Pure Contact,Innennaht (NC),Trocken,"Atmungsaktivität, Grip, Halt, Haltbarkeit, Leicht, Schweißableitend",,true
uhlsport,10373882_1011396_01,uhlsport FM Supergrip+ HN Torwarthandsc,9173.24,Fangmaschine Supergrip+ HN,configurable,uhlsport,white,Weiß,uhlsport Fangmaschine,Innennaht (NC),"Normaler Rasen, Trocken","Dämpfung, Supergrip, Atmungsaktiv",,true
reusch,R5170135-4010,reusch ATTRAKT FREEGEL GOLD,9090.54,reusch Attrakt Freegel Gold,configurable,REUSCH,"white, blue","Weiß, Blau",,,Trocken,,,true
reusch,R5670990-4414,Reusch Attrakt Freegel Fusion Ortho-Tec,9022.22,Reusch Attrakt Freegel Fusion Ortho-Tec,configurable,REUSCH,blue,Blau,"Reusch Attrakt, Reusch Freegel","Innennaht (NC), Hybrid (Mix)",Normaler Rasen,"Atmungsaktivität, Dämpfung, Grip, Finger Support, Atmungsaktiv",,true
rehab,RH1021-757,Rehab Extreme Hybrid CG3 Torwarthandsch,9015.82,Rehab Extreme Hybrid,configurable,rehab goalkeeping,"yellow, black","Gelb, Schwarz",rehab Extreme,Hybrid (Mix),"Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Grip, Leicht, Atmungsaktiv","Herren, Damen",true
KEEPERsport,KS10004-633,KEEPERsport Varan6 PRO NC Aqua TW-Hands,9005.56,KEEPERsport Varan6 Pro NC Aqua,configurable,KEEPERsport,"yellow, black","Gelb, Schwarz",KEEPERsport Varan,,,,,true
KEEPERsport,KS10001-425,KEEPERsport Varan6 Hero NC Torwarthands,8963.44,KEEPERsport Varan6 Hero NC,configurable,KEEPERsport,green,Grün,KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Dämpfung, Ballkontrolle, Schutz",Herren,true
uhlsport,U1011380-001,uhlsport FM Cybertec Supersoft HN Torwa,8955.06,Uhlsport Cybertec Supersoft HN,configurable,uhlsport,"white, blue","Weiß, Blau",,Innennaht (NC),"Normaler Rasen, Trocken",,,true
erima,E7221905,erima Skinator Hybrid Training,8694.96,erima Skinator Hybrid Training,configurable,erima,,,,Hybrid (Mix),Trocken,,,true
uhlsport,ETS1011164_001,Uhlsport Pure Alliance SG+Finger Sur TW,8667.72,Uhlsport Pure Alliance SG+Finger Sur,configurable,uhlsport,"yellow, white","Gelb, Weiß",,Rollfinger (GC),Trocken,"Atmungsaktivität, Bequem, Grip, Haltbarkeit",Herren,true
uhlsport,U1092,Uhlsport Comfort AG HN TW-Handschuh Sch,8643.77,Uhlsport Comfort AG NC,configurable,uhlsport,black,Schwarz,,"Innennaht (NC), Hybrid (Mix)",Trocken,"Dämpfung, Grip, Ballkontrolle",Herren,true
One Glove,OG1-TYPE-R,One Glove OG1 TYPE-R,8512.57,One Glove OG1 TYPE-R,configurable,One Glove,white,Weiß,,Hybrid (Mix),"Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Grip, Leicht, Atmungsaktiv",,true
erima,E7221906,Erima Skinator Hardground Torwarthandsc,8425.9,Erima Skinator Hardground,configurable,erima,"red, black","Rot, Schwarz",,Innennaht (NC),Kunstrasen / Halle / Bolzplatz,"Bequem, Dämpfung, Grip",Herren,true
HO Soccer,HO510802,HO SOCCER Phenomenon Pro Roll-NC Adrian,8376.11,HO SOCCER Phenomenon Pro Roll-NC Adrian,configurable,HO SOCCER,"red, black","Rot, Schwarz",,,,,,true
KEEPERsport,KS10011-405,KEEPERsport Varan6 Champ NC TW-Handschu,8354.4,KEEPERsport Varan6 Champ NC,configurable,KEEPERsport,"white, blue","Weiß, Blau",KEEPERsport Varan,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Grip, Größere Ballkontaktfläche, Individuelle Passform, Haltbarkeit, Leicht",Herren,true
uhlsport,ETS1011165_01,Uhlsport Pure Alliance Supergrip HN Han,8340.76,Uhlsport Pure Alliance Supergrip NC,configurable,uhlsport,"yellow, white","Gelb, Weiß",,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Grip, Haltbarkeit",Herren,true
reusch,ETS5170055_4949,Reusch Attrakt Duo TW-Handschuh Blau F4,8003.8,Reusch Attrakt Duo,configurable,REUSCH,"yellow, blue","Gelb, Blau",,Außennaht (RC),Trocken,"Bequem, Dämpfung, Grip, Ballkontrolle, Leicht",Herren,true
reusch,R5070735-7052,Reusch Attrakt R3 Torwarthandschuh F705,7965.65,Reusch Attrakt R3,configurable,REUSCH,"yellow, grey","Gelb, Grau",,Außennaht (RC),"Trocken, Kunstrasen / Hartplatz",,,true
reusch,10180242_5160931_7040_7701,Reusch Pure Contact Gold X TW-Handschuh,7926.82,Reusch Pure Contact X,configurable,REUSCH,"black, green","Schwarz, Grün",,Innennaht (NC),,"Bequem, Dämpfung, Grip, Leicht, Elastizität, ESS",Herren,true
reusch,ETS5170990_4010_2199,Reusch Attrakt Freegel Fusion Ortho-Tec,7831.9,Reusch Attrakt Freegel Fusion Ortho-Tec,configurable,REUSCH,blue,Blau,,"Innennaht (NC), Hybrid (Mix)",Trocken,"Bequem, Dämpfung, Grip, Ballkontrolle, OrthoTec",Herren,true
uhlsport,U1138,Uhlsport Dyn.Impulse Supergrip TW-Hands,7791.81,Uhlsport Dyn.Impulse Supergrip,configurable,uhlsport,"yellow, orange","Gelb, Orange",,Außennaht (RC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Schutz, Supergrip",Herren,true
uhlsport,U101132801-1113,uhlsport Prediction Energy Ultragrip HN,7778.67,Uhlsport Prediction Energy Ultragrip HN,configurable,uhlsport,"yellow, blue","Gelb, Blau",,Innennaht (NC),Trocken,,,true
KEEPERsport,KS10081-000,KEEPERsport Pro Rise NC,7645.3,KEEPERsport Pro Rise NC,configurable,KEEPERsport,white,Weiß,Pro,Innennaht (NC),"Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Leicht, Atmungsaktiv",,true
reusch,R5170079-2001,Reusch Attrakt SpeedBump TW-Handschuh F,7604.75,Reusch Attrakt SpeedBump,configurable,REUSCH,"yellow, blue","Gelb, Blau",,Innennaht (NC),,"Bequem, Halt, Leicht",Herren,true
KEEPERsport,KS10012-700,KEEPERsport MyVARAN6,7584.58,KEEPERsport MyVaran6 Glove Creator,configurable,KEEPERsport,,,KEEPERsport Varan,"Innennaht (NC), Außennaht (RC)","Trocken, Kunstrasen / Halle / Bolzplatz, Nässe / Regen",,,true
uhlsport,U1093,Uhlsport Comfort AG TW-Handschuh Schwar,7516.02,Uhlsport Comfort AG,configurable,uhlsport,black,Schwarz,,"Außennaht (RC), Hybrid (Mix)",Trocken,"Dämpfung, Grip, Ballkontrolle",Herren,true
uhlsport,U1143,Uhlsport Dyn. Impulse Absolutgrip TW-Ha,7502.54,Uhlsport Dyn. Impulse Absolutgrip,configurable,uhlsport,"yellow, orange","Gelb, Orange",,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Haltbarkeit, Schweißableitend, Absolutgrip+",Herren,true
uhlsport,U1011392012000,uhlsport Prediction Ultragrip HN Maigna,7334.36,Uhlsport Prediction Ultragrip HN Maignan,configurable,uhlsport,"white, lightpink","Weiß, lightpink",,Innennaht (NC),Trocken,,,true
uhlsport,U101133201-1113,uhlsport Prediction Energy Absolutgrip,7322.85,Uhlsport Prediction Energy Absolutgrip RC,configurable,uhlsport,"yellow, blue","Gelb, Blau",,Außennaht (RC),Trocken,,,true
uhlsport,U1140,Uhlsport Dyn.Impulse Supergrip HN TW-Ha,7319.73,Uhlsport Dyn.Impulse Supergrip NC,configurable,uhlsport,"yellow, orange","Gelb, Orange",,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Dämpfung",Herren,true
adidas,ETSGI6381_000,adidas Tiro League Torwarthandschuh Wei,7265.6,adidas Tiro League,configurable,adidas,"black, white","Schwarz, Weiß",adidas Tiro,Innennaht (NC),Trocken,,"Herren, Damen",true
erima,10295819_7222406_000,Erima Flex-Ray Pro Hardground TW-Handsc,7256.89,Erima Flex-Ray Pro Hardground,configurable,erima,"red, grey","Rot, Grau",Erima FLEX,Innennaht (NC),"Kunstrasen / Halle / Bolzplatz, Kunstrasen / Hartplatz","Dämpfung, Leicht, Atmungsaktiv",Herren,true
erima,10223507_7222201_000,Erima FleX-Ray New Talent Torwarthandsc,7226.12,Erima FleX-Ray New Talent,configurable,erima,"yellow, black","Gelb, Schwarz",,Innennaht (NC),Trocken,,"Herren, Damen",true
Sells Goalkeeper,SGP151623,SELLS Total Contact Illuminate,7157.96,SELLS Total Contact Illuminate,configurable,SELLS,blue,Blau,Sells Total Contact,Hybrid (Mix),"Trocken, Nässe / Regen",,,true
uhlsport,U1151,Uhlsport Absolutgrip Flex Frame Car Han,7111.03,Uhlsport Absolutgrip Flex Frame Car,configurable,uhlsport,"yellow, black","Gelb, Schwarz",,Außennaht (RC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Grip, Größere Ballkontaktfläche, Ballkontrolle, Haltbarkeit, Elastizität, Absolutgrip+, CARBON FLEX",Herren,true
erima,E7221806,Erima Skinator Match RF TW-Handschuh Bl,7077.63,Erima Skinator Match RF,configurable,erima,"blue, green","Blau, Grün",,Außennaht (RC),Trocken,"Atmungsaktivität, Bequem, Grip, Schutz",Herren,true
KEEPERsport,KS10011-001,KEEPERsport Varan6 Champ NC TW-Handschu,7006.37,KEEPERsport Varan6 Champ NC,configurable,KEEPERsport,"black, white","Schwarz, Weiß",KEEPERsport Varan,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Grip, Größere Ballkontaktfläche, Individuelle Passform, Haltbarkeit, Leicht",Herren,true
reusch,R5070908-7701,Reusch Arrow G3 World Keeper TW-Handsch,6910.55,Reusch Arrow G3 World Keeper,configurable,REUSCH,"black, blue","Schwarz, Blau","Reusch Pure Contact, Reusch Arrow",Innennaht (NC),Trocken,"Bequem, Grip, Leicht",Herren,true
KEEPERsport,KS10021-100,KEEPERsport Varan7 Champ GC #RetroV1,6308.48,KEEPERsport Varan7 Champ GC #RetroV1,configurable,KEEPERsport,"orange, grey","Orange, Grau",KEEPERsport Varan,Rollfinger (GC),Trocken,,,true
reusch,10323216_5460234_6027,Reusch Attrakt Freegel Torwarthandschuh,6279.21,reusch Attrakt Freegel Silver Hypermoon,configurable,REUSCH,silver,silver,,,,,Herren,true
Puma,10301313_041948_04,PUMA Torwarthandschuhe Weiß F04,6185.99,PUMA ULTRA Ultimate Hybrid White Pack,configurable,PUMA,"white, silver","Weiß, silver",PUMA ULTRA,Hybrid (Mix),Trocken,,,true
erima,E7221801,Erima Flexinator Ultra Knit TW-Handschu,6171.14,Erima Flexinator Ultra Knit,configurable,erima,"blue, green","Blau, Grün",,Innennaht (NC),Trocken,"Atmungsaktivität, Grip, Ballkontrolle, Schutz",Herren,true
Elite Sport,EL3002900,Elite Sport Neo green,6163.15,Elite Sport Neo green,configurable,ELITE SPORT,"black, green","Schwarz, Grün",,Hybrid (Mix),Trocken,,,true
KEEPERsport,KS10009-116,KEEPERsport Varan6 PRO GC Torwarthandsc,6030.68,KEEPERsport Varan6 PRO GC,configurable,KEEPERsport,"white, green","Weiß, Grün",KEEPERsport Varan,Rollfinger (GC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Schutz",Herren,true
reusch,R5670935-1083,Reusch Attrakt Freegel Gold X Torwartha,6024.13,Reusch Attrakt Freegel Gold X,configurable,REUSCH,white,Weiß,"Reusch Attrakt, Reusch Freegel","Innennaht (NC), Hybrid (Mix)","Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Schutz, Atmungsaktiv",,true
reusch,ETS5170908_1015,Reusch Arrow Gold X TW-Handschuh Weiss,5983.01,Reusch Arrow X,configurable,REUSCH,white,Weiß,"Reusch Pure Contact, Reusch Arrow",Innennaht (NC),Trocken,"Bequem, Grip, Halt, Leicht",Herren,true
Puma,10351388_042064_12,PUMA FUTURE Ultimate NC Torwarthandschu,5810.01,PUMA FUTURE Ultimate NC Hot Pursuit Pack,configurable,PUMA,red,Rot,PUMA FUTURE,Innennaht (NC),,"Dämpfung, Grip, Leicht, Atmungsaktiv",Herren,true
KEEPERsport,KS10021-600,KEEPERsport Varan6 Champ NC,5728.12,KEEPERsport Varan7 Champ NC #RetroV6,configurable,KEEPERsport,"yellow, black","Gelb, Schwarz",KEEPERsport Varan,Innennaht (NC),Trocken,,,true
rehab,RH1006-049,rehab Extreme CG3 NC (Germany),5665.0,rehab Extreme CG3 NC Germany,configurable,rehab goalkeeping,"black, white","Schwarz, Weiß",rehab Extreme,Innennaht (NC),Trocken,,,true
erima,E7221809,Erima Skinator Match NC,5608.54,Erima Skinator Match NC,configurable,erima,"black, blue","Schwarz, Blau",,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Grip, Schutz",Herren,true
rehab,RH1012-013,rehab Core CG1 FS NC,5547.08,Rehab Core CG1 FS NC,configurable,rehab goalkeeping,"white, green","Weiß, Grün",,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Grip, Größere Ballkontaktfläche, Individuelle Passform, Haltbarkeit, Leicht, Elastizität",,true
KEEPERsport,KS10002-111,KEEPERsport Varan6 Hero Power,5516.16,KEEPERsport Varan6 Hero Power,configurable,KEEPERsport,white,Weiß,KEEPERsport Varan,Hybrid (Mix),Trocken,,,true
Elite Sport,EL4003790,Elite Sports Neo Revolution 4mm Torwart,5499.57,Elite Neo Revolution X Black/White,configurable,ELITE SPORT,"black, white","Schwarz, Weiß",ELITE Neo,Innennaht (NC),"Normaler Rasen, Trocken","Dämpfung, Grip, Leicht, Atmungsaktiv",,true
uhlsport,U1150,Uhlsport Supergrip Flex Frame Car TW-Ha,5398.86,Uhlsport Supergrip Flex Frame Car,configurable,uhlsport,"yellow, black","Gelb, Schwarz",,Außennaht (RC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Grip, Halt, Schweißableitend, Supergrip",Herren,true
One Glove,OG1-MIDNIGHT,OG1 Midnight,5391.59,OG1 Midnight,configurable,One Glove,black,Schwarz,,Innennaht (NC),"Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Grip, Leicht, Atmungsaktiv",,true
NIKE,NGS3886-486,Nike Mercurial Touch Elite TW-Handschuh,5320.75,Nike Mercurial Touch Elite,configurable,NIKE,"white, blue","Weiß, Blau","NIKE Mercurial, NIKE Mercurial",Innennaht (NC),Trocken,"Grip, Individuelle Passform, Ballkontrolle, Leicht, ACC-Technologie","Herren, Damen",true
