Marke_Code,Marke,ParentSKU,ProductName,Resolution_hint,Extracted_ID,Units_total,Revenue_total,Units_2022,Revenue_2022,Units_2023,Revenue_2023,Units_2024,Revenue_2024,Units_2025,Revenue_2025,Units_2026,Revenue_2026,Units_2022-Q1,Revenue_2022-Q1,Units_2022-Q2,Revenue_2022-Q2,Units_2022-Q3,Revenue_2022-Q3,Units_2022-Q4,Revenue_2022-Q4,Units_2023-Q1,Revenue_2023-Q1,Units_2023-Q2,Revenue_2023-Q2,Units_2023-Q3,Revenue_2023-Q3,Units_2023-Q4,Revenue_2023-Q4,Units_2024-Q1,Revenue_2024-Q1,Units_2024-Q2,Revenue_2024-Q2,Units_2024-Q3,Revenue_2024-Q3,Units_2024-Q4,Revenue_2024-Q4,Units_2025-Q1,Revenue_2025-Q1,Units_2025-Q2,Revenue_2025-Q2,Units_2025-Q3,Revenue_2025-Q3,Units_2025-Q4,Revenue_2025-Q4,Units_2026-Q1,Revenue_2026-Q1,Units_2026-Q2,Revenue_2026-Q2,quarters_json
115,adidas,10351498_JN5365_JN5365,adidas Predator Pro Hybrid Torwarthands,11ts_direct,10351498,1026,76843.19,0,0.0,0,0.0,0,0.0,1007,75582.82,19,1260.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,479,37844.9,528,37737.92,19,1260.37,0,0.0,"{""2025-Q3"":{""u"":479,""r"":37844.9},""2025-Q4"":{""u"":528,""r"":37737.92},""2026-Q1"":{""u"":19,""r"":1260.37}}"
122,KEEPERsport,KS10026-701,KEEPERsport Varan7 Premier NC TW-Handsc,dash_pattern,KS10026-701,3033,76183.09,0,0.0,501,16770.36,1584,40688.66,943,18596.15,5,127.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,150,6105.23,351,10665.13,246,7370.58,141,5145.79,797,19609.31,400,8562.98,285,5735.63,196,3827.57,362,7018.45,100,2014.5,5,127.92,0,0.0,"{""2023-Q3"":{""u"":150,""r"":6105.23},""2023-Q4"":{""u"":351,""r"":10665.13},""2024-Q1"":{""u"":246,""r"":7370.58},""2024-Q2"":{""u"":141,""r"":5145.79},""2024-Q3"":{""u"":797,""r"":19609.31},""2024-Q4"":{""u"":400,""r"":8562.98},""2025-Q1"":{""u"":285,""r"":5735.63},""2025-Q2"":{""u"":196,""r"":3827.57},""2025-Q3"":{""u"":362,""r"":7018.45},""2025-Q4"":{""u"":100,""r"":2014.5},""2026-Q1"":{""u"":5,""r"":127.92}}"
122,KEEPERsport,KS10025-701,KEEPERsport Varan7 Pro NC TW-Handschuhe,dash_pattern,KS10025-701,2297,74830.65,0,0.0,255,10599.18,847,29602.99,1193,34525.05,2,103.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,151,6728.32,104,3870.86,219,7564.43,82,3766.56,272,10109.98,274,8162.02,331,9771.66,310,8866.3,534,15217.61,18,669.48,2,103.43,0,0.0,"{""2023-Q3"":{""u"":151,""r"":6728.32},""2023-Q4"":{""u"":104,""r"":3870.86},""2024-Q1"":{""u"":219,""r"":7564.43},""2024-Q2"":{""u"":82,""r"":3766.56},""2024-Q3"":{""u"":272,""r"":10109.98},""2024-Q4"":{""u"":274,""r"":8162.02},""2025-Q1"":{""u"":331,""r"":9771.66},""2025-Q2"":{""u"":310,""r"":8866.3},""2025-Q3"":{""u"":534,""r"":15217.61},""2025-Q4"":{""u"":18,""r"":669.48},""2026-Q1"":{""u"":2,""r"":103.43}}"
122,KEEPERsport,KS10029-454,KEEPERsport Varan7 Champ NC TW-Handschu,dash_pattern,KS10029-454,1710,74659.72,0,0.0,1406,63014.17,304,11645.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,193,10177.83,196,10274.27,700,28350.64,317,14211.43,95,4198.08,160,5812.34,49,1635.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2023-Q1"":{""u"":193,""r"":10177.83},""2023-Q2"":{""u"":196,""r"":10274.27},""2023-Q3"":{""u"":700,""r"":28350.64},""2023-Q4"":{""u"":317,""r"":14211.43},""2024-Q1"":{""u"":95,""r"":4198.08},""2024-Q2"":{""u"":160,""r"":5812.34},""2024-Q3"":{""u"":49,""r"":1635.13}}"
136,uhlsport,10292802_1011333_001,uhlsport Prediction Absolutgrip HN TW-H,11ts_direct,10292802,1456,69397.71,0,0.0,0,0.0,268,16731.55,1076,48181.02,112,4485.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,652.44,161,10247.52,98,5831.59,93,5787.56,325,14435.09,516,22100.44,142,5857.93,103,4138.71,9,346.43,"{""2024-Q2"":{""u"":9,""r"":652.44},""2024-Q3"":{""u"":161,""r"":10247.52},""2024-Q4"":{""u"":98,""r"":5831.59},""2025-Q1"":{""u"":93,""r"":5787.56},""2025-Q2"":{""u"":325,""r"":14435.09},""2025-Q3"":{""u"":516,""r"":22100.44},""2025-Q4"":{""u"":142,""r"":5857.93},""2026-Q1"":{""u"":103,""r"":4138.71},""2026-Q2"":{""u"":9,""r"":346.43}}"
136,uhlsport,10291958_1011349_001,uhlsport Comfort Absolutgrip HN TW-Hand,11ts_direct,10291958,1597,69305.15,0,0.0,0,0.0,484,23474.52,825,35057.16,288,10773.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,1142.57,51,2589.23,294,13732.74,119,6009.98,126,6163.6,101,4343.97,242,10479.4,356,14070.19,266,9931.28,22,842.19,"{""2024-Q1"":{""u"":20,""r"":1142.57},""2024-Q2"":{""u"":51,""r"":2589.23},""2024-Q3"":{""u"":294,""r"":13732.74},""2024-Q4"":{""u"":119,""r"":6009.98},""2025-Q1"":{""u"":126,""r"":6163.6},""2025-Q2"":{""u"":101,""r"":4343.97},""2025-Q3"":{""u"":242,""r"":10479.4},""2025-Q4"":{""u"":356,""r"":14070.19},""2026-Q1"":{""u"":266,""r"":9931.28},""2026-Q2"":{""u"":22,""r"":842.19}}"
122,KEEPERsport,KS10026-907,KEEPERsport Varan7 Premier NC TW-Handsc,dash_pattern,KS10026-907,3289,68888.79,0,0.0,1161,23402.53,1500,31204.57,593,13344.01,35,937.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,125,1869.46,726,14362.77,310,7170.3,273,6026.69,363,7056.43,572,11660.73,292,6460.72,239,5735.63,87,1546.11,192,4128.49,75,1933.78,34,916.6,1,21.08,"{""2023-Q2"":{""u"":125,""r"":1869.46},""2023-Q3"":{""u"":726,""r"":14362.77},""2023-Q4"":{""u"":310,""r"":7170.3},""2024-Q1"":{""u"":273,""r"":6026.69},""2024-Q2"":{""u"":363,""r"":7056.43},""2024-Q3"":{""u"":572,""r"":11660.73},""2024-Q4"":{""u"":292,""r"":6460.72},""2025-Q1"":{""u"":239,""r"":5735.63},""2025-Q2"":{""u"":87,""r"":1546.11},""2025-Q3"":{""u"":192,""r"":4128.49},""2025-Q4"":{""u"":75,""r"":1933.78},""2026-Q1"":{""u"":34,""r"":916.6},""2026-Q2"":{""u"":1,""r"":21.08}}"
115,adidas,10209678_H62419_000,adidas Predator Pro Negativ Cut Edge of,11ts_direct,10209678,894,67356.36,888,66934.16,6,422.2,0,0.0,0,0.0,0,0.0,230,19133.14,371,27030.08,261,18995.16,26,1775.78,4,286.47,2,135.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":230,""r"":19133.14},""2022-Q2"":{""u"":371,""r"":27030.08},""2022-Q3"":{""u"":261,""r"":18995.16},""2022-Q4"":{""u"":26,""r"":1775.78},""2023-Q1"":{""u"":4,""r"":286.47},""2023-Q2"":{""u"":2,""r"":135.73}}"
115,adidas,10327793_JF8900_JF8900,adidas Predator Pro Torwarthandschuhe S,11ts_direct,10327793,918,66989.8,0,0.0,0,0.0,0,0.0,895,65599.3,23,1390.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,146,12841.77,290,20506.25,381,27132.95,78,5118.33,23,1390.5,0,0.0,"{""2025-Q1"":{""u"":146,""r"":12841.77},""2025-Q2"":{""u"":290,""r"":20506.25},""2025-Q3"":{""u"":381,""r"":27132.95},""2025-Q4"":{""u"":78,""r"":5118.33},""2026-Q1"":{""u"":23,""r"":1390.5}}"
115,adidas,10276760_IQ4020_000,adidas Predator Pro Hybrid TW-Handschuh,11ts_direct,10276760,907,66442.93,0,0.0,0,0.0,907,66386.64,0,56.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,284,25730.38,570,37110.88,52,3494.21,1,51.17,1,75.62,0,0.0,0,0.0,-1,-19.33,0,0.0,0,0.0,"{""2024-Q1"":{""u"":284,""r"":25730.38},""2024-Q2"":{""u"":570,""r"":37110.88},""2024-Q3"":{""u"":52,""r"":3494.21},""2024-Q4"":{""u"":1,""r"":51.17},""2025-Q1"":{""u"":1,""r"":75.62},""2025-Q4"":{""u"":-1,""r"":-19.33}}"
122,KEEPERsport,KS10027-563,KEEPERsport Varan7 Premier Resist NC TW,dash_pattern,KS10027-563,1905,64250.34,1504,50560.75,386,13236.19,11,337.0,4,116.4,0,0.0,233,9328.04,148,6203.52,642,18421.27,481,16607.92,235,8204.72,63,2242.43,59,1983.28,29,805.76,1,28.57,6,195.31,1,29.51,3,83.61,0,0.0,1,24.59,1,32.79,2,59.02,0,0.0,0,0.0,"{""2022-Q1"":{""u"":233,""r"":9328.04},""2022-Q2"":{""u"":148,""r"":6203.52},""2022-Q3"":{""u"":642,""r"":18421.27},""2022-Q4"":{""u"":481,""r"":16607.92},""2023-Q1"":{""u"":235,""r"":8204.72},""2023-Q2"":{""u"":63,""r"":2242.43},""2023-Q3"":{""u"":59,""r"":1983.28},""2023-Q4"":{""u"":29,""r"":805.76},""2024-Q1"":{""u"":1,""r"":28.57},""2024-Q2"":{""u"":6,""r"":195.31},""2024-Q3"":{""u"":1,""r"":29.51},""2024-Q4"":{""u"":3,""r"":83.61},""2025-Q2"":{""u"":1,""r"":24.59},""2025-Q3"":{""u"":1,""r"":32.79},""2025-Q4"":{""u"":2,""r"":59.02}}"
130,reusch,R5460965-7435,reusch Attrakt Gold X,legacy,,1454,64081.06,0,0.0,0,0.0,279,13517.51,1150,49482.9,25,1080.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,279,13517.51,181,8696.46,253,10108.78,472,20359.97,244,10317.69,24,1043.76,1,36.89,"{""2024-Q4"":{""u"":279,""r"":13517.51},""2025-Q1"":{""u"":181,""r"":8696.46},""2025-Q2"":{""u"":253,""r"":10108.78},""2025-Q3"":{""u"":472,""r"":20359.97},""2025-Q4"":{""u"":244,""r"":10317.69},""2026-Q1"":{""u"":24,""r"":1043.76},""2026-Q2"":{""u"":1,""r"":36.89}}"
122,KEEPERsport,KS10030-903,KEEPERsport Varan8 Hero NC,dash_pattern,KS10030-903,1250,63437.89,0,0.0,0,0.0,0,0.0,987,50234.02,263,13203.87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,80,4264.42,124,5842.56,464,24827.25,319,15299.79,233,11703.12,30,1500.75,"{""2025-Q1"":{""u"":80,""r"":4264.42},""2025-Q2"":{""u"":124,""r"":5842.56},""2025-Q3"":{""u"":464,""r"":24827.25},""2025-Q4"":{""u"":319,""r"":15299.79},""2026-Q1"":{""u"":233,""r"":11703.12},""2026-Q2"":{""u"":30,""r"":1500.75}}"
122,KEEPERsport,KS10070-804,KEEPERsport Varan8 Pro NC TW-Handschuhe,dash_pattern,KS10070-804,1703,63147.54,0,0.0,0,0.0,558,21930.97,1140,40994.9,5,221.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,52,1489.42,306,12405.36,200,8036.19,247,9576.79,411,14104.48,453,16107.25,29,1206.38,5,221.67,0,0.0,"{""2024-Q2"":{""u"":52,""r"":1489.42},""2024-Q3"":{""u"":306,""r"":12405.36},""2024-Q4"":{""u"":200,""r"":8036.19},""2025-Q1"":{""u"":247,""r"":9576.79},""2025-Q2"":{""u"":411,""r"":14104.48},""2025-Q3"":{""u"":453,""r"":16107.25},""2025-Q4"":{""u"":29,""r"":1206.38},""2026-Q1"":{""u"":5,""r"":221.67}}"
115,adidas,10300489_IX3866_000,adidas Predator Pro Hype TW-Handschuhe,11ts_direct,10300489,851,62769.97,0,0.0,0,0.0,827,61348.25,24,1421.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31,2882.43,631,46808.01,165,11657.81,22,1327.01,2,94.71,0,0.0,0,0.0,0,0.0,0,0.0,"{""2024-Q2"":{""u"":31,""r"":2882.43},""2024-Q3"":{""u"":631,""r"":46808.01},""2024-Q4"":{""u"":165,""r"":11657.81},""2025-Q1"":{""u"":22,""r"":1327.01},""2025-Q2"":{""u"":2,""r"":94.71}}"
115,adidas,10363374_KC6351_KC6351,adidas Predator GL Pro Torwarthandschuh,11ts_direct,10363374,746,62530.16,0,0.0,0,0.0,0,0.0,111,12698.11,635,49832.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,111,12698.11,627,49203.38,8,628.67,"{""2025-Q4"":{""u"":111,""r"":12698.11},""2026-Q1"":{""u"":627,""r"":49203.38},""2026-Q2"":{""u"":8,""r"":628.67}}"
122,KEEPERsport,KS10021-471,KEEPERsport Varan7 Champ NC TW-Handschu,dash_pattern,KS10021-471,1839,62329.92,0,0.0,622,22437.32,1093,35936.45,124,3956.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,59,1370.47,174,5526.08,210,8400.73,179,7140.04,103,4604.79,238,8254.06,447,14625.65,305,8451.95,84,2713.99,37,1119.29,3,122.87,0,0.0,0,0.0,0,0.0,"{""2023-Q1"":{""u"":59,""r"":1370.47},""2023-Q2"":{""u"":174,""r"":5526.08},""2023-Q3"":{""u"":210,""r"":8400.73},""2023-Q4"":{""u"":179,""r"":7140.04},""2024-Q1"":{""u"":103,""r"":4604.79},""2024-Q2"":{""u"":238,""r"":8254.06},""2024-Q3"":{""u"":447,""r"":14625.65},""2024-Q4"":{""u"":305,""r"":8451.95},""2025-Q1"":{""u"":84,""r"":2713.99},""2025-Q2"":{""u"":37,""r"":1119.29},""2025-Q3"":{""u"":3,""r"":122.87}}"
122,KEEPERsport,KS10026-066,KEEPERsport Varan7 Premier NC TW-Handsc,dash_pattern,KS10026-066,2091,61458.51,329,8878.74,1436,43942.09,280,7526.38,32,829.45,14,281.85,0,0.0,0,0.0,0,0.0,329,8878.74,498,16662.2,314,9767.62,380,10651.1,244,6861.17,119,3257.02,61,1335.83,42,1256.05,58,1677.48,11,287.69,3,73.92,15,390.18,3,77.66,13,273.61,1,8.24,"{""2022-Q4"":{""u"":329,""r"":8878.74},""2023-Q1"":{""u"":498,""r"":16662.2},""2023-Q2"":{""u"":314,""r"":9767.62},""2023-Q3"":{""u"":380,""r"":10651.1},""2023-Q4"":{""u"":244,""r"":6861.17},""2024-Q1"":{""u"":119,""r"":3257.02},""2024-Q2"":{""u"":61,""r"":1335.83},""2024-Q3"":{""u"":42,""r"":1256.05},""2024-Q4"":{""u"":58,""r"":1677.48},""2025-Q1"":{""u"":11,""r"":287.69},""2025-Q2"":{""u"":3,""r"":73.92},""2025-Q3"":{""u"":15,""r"":390.18},""2025-Q4"":{""u"":3,""r"":77.66},""2026-Q1"":{""u"":13,""r"":273.61},""2026-Q2"":{""u"":1,""r"":8.24}}"
115,adidas,10328193_JH3814_JH3814,adidas Predator Pro Hybrid Pure Vicotry,11ts_direct,10328193,741,60296.25,0,0.0,0,0.0,0,0.0,738,60059.67,3,236.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,425,37185.49,302,22130.45,10,676.53,1,67.2,3,236.58,0,0.0,"{""2025-Q1"":{""u"":425,""r"":37185.49},""2025-Q2"":{""u"":302,""r"":22130.45},""2025-Q3"":{""u"":10,""r"":676.53},""2025-Q4"":{""u"":1,""r"":67.2},""2026-Q1"":{""u"":3,""r"":236.58}}"
115,adidas,10228588_HC0603_000,adidas Predator Pro NC Game Data TW-Han,11ts_direct,10228588,834,59719.95,624,46151.15,208,13425.4,2,143.4,0,0.0,0,0.0,0,0.0,0,0.0,312,24543.94,312,21607.21,78,5591.8,92,5505.5,37,2269.32,1,58.78,1,68.85,1,74.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q3"":{""u"":312,""r"":24543.94},""2022-Q4"":{""u"":312,""r"":21607.21},""2023-Q1"":{""u"":78,""r"":5591.8},""2023-Q2"":{""u"":92,""r"":5505.5},""2023-Q3"":{""u"":37,""r"":2269.32},""2023-Q4"":{""u"":1,""r"":58.78},""2024-Q1"":{""u"":1,""r"":68.85},""2024-Q2"":{""u"":1,""r"":74.55}}"
115,adidas,10247541_HY4074_000,adidas Predator COM Torwarthandschuhe S,11ts_direct,10247541,1144,59045.72,0,0.0,584,32719.95,537,25327.41,23,998.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28,1953.03,110,6365.24,256,13858.09,190,10543.59,151,7694.18,175,7997.26,154,7129.06,57,2506.91,19,786.27,3,129.49,1,82.6,0,0.0,0,0.0,0,0.0,"{""2023-Q1"":{""u"":28,""r"":1953.03},""2023-Q2"":{""u"":110,""r"":6365.24},""2023-Q3"":{""u"":256,""r"":13858.09},""2023-Q4"":{""u"":190,""r"":10543.59},""2024-Q1"":{""u"":151,""r"":7694.18},""2024-Q2"":{""u"":175,""r"":7997.26},""2024-Q3"":{""u"":154,""r"":7129.06},""2024-Q4"":{""u"":57,""r"":2506.91},""2025-Q1"":{""u"":19,""r"":786.27},""2025-Q2"":{""u"":3,""r"":129.49},""2025-Q3"":{""u"":1,""r"":82.6}}"
122,KEEPERsport,KS10020-066,KEEPERsport Varan7 Hero NC TW-Handschuh,dash_pattern,KS10020-066,1116,58862.62,938,49782.31,166,8444.82,12,635.49,0,0.0,0,0.0,0,0.0,0,0.0,299,17730.69,639,32051.62,117,6194.35,37,1537.58,12,712.89,0,0.0,4,273.19,1,8.33,6,320.39,1,33.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q3"":{""u"":299,""r"":17730.69},""2022-Q4"":{""u"":639,""r"":32051.62},""2023-Q1"":{""u"":117,""r"":6194.35},""2023-Q2"":{""u"":37,""r"":1537.58},""2023-Q3"":{""u"":12,""r"":712.89},""2024-Q1"":{""u"":4,""r"":273.19},""2024-Q2"":{""u"":1,""r"":8.33},""2024-Q3"":{""u"":6,""r"":320.39},""2024-Q4"":{""u"":1,""r"":33.58}}"
122,KEEPERsport,KS10025-066,KEEPERsport Varan7 Pro NC TW-Handschuhe,dash_pattern,KS10025-066,1662,58817.56,296,9318.87,1176,43371.5,185,5975.74,5,151.45,0,0.0,0,0.0,0,0.0,0,0.0,296,9318.87,307,11534.12,257,10170.43,439,15628.03,173,6038.92,126,4320.16,50,1412.48,2,57.79,7,185.31,1,39.77,4,111.68,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q4"":{""u"":296,""r"":9318.87},""2023-Q1"":{""u"":307,""r"":11534.12},""2023-Q2"":{""u"":257,""r"":10170.43},""2023-Q3"":{""u"":439,""r"":15628.03},""2023-Q4"":{""u"":173,""r"":6038.92},""2024-Q1"":{""u"":126,""r"":4320.16},""2024-Q2"":{""u"":50,""r"":1412.48},""2024-Q3"":{""u"":2,""r"":57.79},""2024-Q4"":{""u"":7,""r"":185.31},""2025-Q1"":{""u"":1,""r"":39.77},""2025-Q2"":{""u"":4,""r"":111.68}}"
122,KEEPERsport,KS10020-471,KEEPERsport Varan7 Hero NC TW-Handschuh,dash_pattern,KS10020-471,1083,58680.99,0,0.0,720,40724.92,349,17302.15,14,653.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,1316.79,126,6891.01,305,18476.44,259,14040.68,106,6366.32,184,8061.5,44,2103.76,15,770.57,6,327.52,8,326.4,0,0.0,0,0.0,0,0.0,0,0.0,"{""2023-Q1"":{""u"":30,""r"":1316.79},""2023-Q2"":{""u"":126,""r"":6891.01},""2023-Q3"":{""u"":305,""r"":18476.44},""2023-Q4"":{""u"":259,""r"":14040.68},""2024-Q1"":{""u"":106,""r"":6366.32},""2024-Q2"":{""u"":184,""r"":8061.5},""2024-Q3"":{""u"":44,""r"":2103.76},""2024-Q4"":{""u"":15,""r"":770.57},""2025-Q1"":{""u"":6,""r"":327.52},""2025-Q2"":{""u"":8,""r"":326.4}}"
115,adidas,10347764_JZ5789_JZ5789,adidas Predator GL Pro Hybrid Torwartha,11ts_direct,10347764,794,58427.32,0,0.0,0,0.0,0,0.0,782,57587.34,12,839.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1462.69,707,51500.12,61,4624.53,12,839.98,0,0.0,"{""2025-Q2"":{""u"":14,""r"":1462.69},""2025-Q3"":{""u"":707,""r"":51500.12},""2025-Q4"":{""u"":61,""r"":4624.53},""2026-Q1"":{""u"":12,""r"":839.98}}"
122,KEEPERsport,KS10040-804,KEEPERsport Varan8 Premier NC Torwartha,dash_pattern,KS10040-804,2114,58150.12,0,0.0,0,0.0,250,9136.4,1674,43876.59,190,5137.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35,1124.46,106,4444.19,109,3567.75,126,4019.13,175,4887.79,411,11586.22,962,23383.45,188,5084.24,2,52.89,"{""2024-Q2"":{""u"":35,""r"":1124.46},""2024-Q3"":{""u"":106,""r"":4444.19},""2024-Q4"":{""u"":109,""r"":3567.75},""2025-Q1"":{""u"":126,""r"":4019.13},""2025-Q2"":{""u"":175,""r"":4887.79},""2025-Q3"":{""u"":411,""r"":11586.22},""2025-Q4"":{""u"":962,""r"":23383.45},""2026-Q1"":{""u"":188,""r"":5084.24},""2026-Q2"":{""u"":2,""r"":52.89}}"
122,KEEPERsport,KS10028-701,KEEPERsport Varan7 Challenge NC TW-Hand,dash_pattern,KS10028-701,3372,57771.35,0,0.0,609,14287.2,2588,41240.84,175,2243.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,191,4862.75,418,9424.45,647,10901.24,513,10032.93,1088,16203.33,340,4103.34,92,1240.81,80,965.28,0,0.0,3,37.22,0,0.0,0,0.0,"{""2023-Q3"":{""u"":191,""r"":4862.75},""2023-Q4"":{""u"":418,""r"":9424.45},""2024-Q1"":{""u"":647,""r"":10901.24},""2024-Q2"":{""u"":513,""r"":10032.93},""2024-Q3"":{""u"":1088,""r"":16203.33},""2024-Q4"":{""u"":340,""r"":4103.34},""2025-Q1"":{""u"":92,""r"":1240.81},""2025-Q2"":{""u"":80,""r"":965.28},""2025-Q4"":{""u"":3,""r"":37.22}}"
136,uhlsport,10236842_1011261_001,uhlsport Supergrip+ HN Speed Contact TW,11ts_direct,10236842,698,57462.38,238,22939.5,341,26846.95,113,7275.34,5,306.37,1,94.22,0,0.0,0,0.0,133,13459.75,105,9479.75,79,7046.83,110,8650.25,118,8767.19,34,2382.68,110,7048.08,2,173.51,1,53.75,0,0.0,0,0.0,5,306.37,0,0.0,0,0.0,1,94.22,0,0.0,"{""2022-Q3"":{""u"":133,""r"":13459.75},""2022-Q4"":{""u"":105,""r"":9479.75},""2023-Q1"":{""u"":79,""r"":7046.83},""2023-Q2"":{""u"":110,""r"":8650.25},""2023-Q3"":{""u"":118,""r"":8767.19},""2023-Q4"":{""u"":34,""r"":2382.68},""2024-Q1"":{""u"":110,""r"":7048.08},""2024-Q2"":{""u"":2,""r"":173.51},""2024-Q3"":{""u"":1,""r"":53.75},""2025-Q2"":{""u"":5,""r"":306.37},""2026-Q1"":{""u"":1,""r"":94.22}}"
122,KEEPERsport,KS10060-804,KEEPERsport Varan8 Challenge NC,dash_pattern,KS10060-804,2352,56961.94,0,0.0,0,0.0,359,10894.14,1662,38581.3,331,7486.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,42,587.87,132,4736.86,185,5569.41,183,5905.72,435,9504.58,769,16759.31,275,6411.69,290,6649.08,41,837.42,"{""2024-Q2"":{""u"":42,""r"":587.87},""2024-Q3"":{""u"":132,""r"":4736.86},""2024-Q4"":{""u"":185,""r"":5569.41},""2025-Q1"":{""u"":183,""r"":5905.72},""2025-Q2"":{""u"":435,""r"":9504.58},""2025-Q3"":{""u"":769,""r"":16759.31},""2025-Q4"":{""u"":275,""r"":6411.69},""2026-Q1"":{""u"":290,""r"":6649.08},""2026-Q2"":{""u"":41,""r"":837.42}}"
115,adidas,10229250_HH8745_000,adidas Predator Pro Torwarthandschuhe A,11ts_direct,10229250,785,55950.68,255,20854.93,524,34728.17,5,306.29,1,61.29,0,0.0,0,0.0,0,0.0,0,0.0,255,20854.93,165,12905.67,254,15612.29,93,5489.26,12,720.95,3,178.73,2,127.56,0,0.0,0,0.0,1,61.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q4"":{""u"":255,""r"":20854.93},""2023-Q1"":{""u"":165,""r"":12905.67},""2023-Q2"":{""u"":254,""r"":15612.29},""2023-Q3"":{""u"":93,""r"":5489.26},""2023-Q4"":{""u"":12,""r"":720.95},""2024-Q1"":{""u"":3,""r"":178.73},""2024-Q2"":{""u"":2,""r"":127.56},""2025-Q1"":{""u"":1,""r"":61.29}}"
136,uhlsport,U1011373-001,uhlsport FM Cybertec Ultragrip HN Torwa,legacy,,525,55323.07,0,0.0,0,0.0,0,0.0,371,39036.54,154,16286.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,1002.11,216,22615.55,147,15418.88,142,15035.96,12,1250.57,"{""2025-Q2"":{""u"":8,""r"":1002.11},""2025-Q3"":{""u"":216,""r"":22615.55},""2025-Q4"":{""u"":147,""r"":15418.88},""2026-Q1"":{""u"":142,""r"":15035.96},""2026-Q2"":{""u"":12,""r"":1250.57}}"
136,uhlsport,10333266_1011363_001,uhlsport Supergrip+ HN Torwarthandschuh,11ts_direct,10333266,806,55111.39,0,0.0,0,0.0,0,0.0,801,54725.52,5,385.87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,151,10702.74,224,15203.17,287,19856.48,139,8963.13,5,385.87,0,0.0,"{""2025-Q1"":{""u"":151,""r"":10702.74},""2025-Q2"":{""u"":224,""r"":15203.17},""2025-Q3"":{""u"":287,""r"":19856.48},""2025-Q4"":{""u"":139,""r"":8963.13},""2026-Q1"":{""u"":5,""r"":385.87}}"
