Marke,ParentSKU,ProductName,Kategorie_Code,Kategorie,ItemID,Producer,ProducerArticleNumber,Variant,Herstellermodell,Marketingperiode,LaunchDate,ArticleGroup,CanonicalCategoryId,Color1,Color2,Color3,HerstellerFarbbezeichnung,Active,SapMaterialNumber,Produktgruppe,Produktart,Serie,Aermellaenge,Textillaenge,Passform,Ausschnitt,Material_1,Material_1_pct,Material_2,Material_2_pct,Mesh_Einsaetze,Extras,Technologien
adidas,10210247_HB1628_000,adidas Condivo 22 Torwartshort Grau,1002,Torwarthosen,10210247,adidas,HB1628,Adi_T_US,HB1629,222211,2022-03-18,103071,67,grau,,,lgtgre,true,HB1628,Torhüter,Torhüter - Hosen,Condivo,,Kurz,,,Polyester,100,,,allgemein,Kordelzug,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210248_HB1629_000,adidas Condivo 22 Torwartshort Blau,1002,Torwarthosen,10210248,adidas,HB1629,Adi_T_US,HB1629,222211,2022-04-14,103071,67,blau,,,blurus,true,HB1629,Torhüter,Torhüter - Hosen,Condivo,,Kurz,,,Polyester,100,,,allgemein,Kordelzug,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210249_HB1642_000,adidas Condivo 22 TW-Trikot langarm Kid,1001,Torwarttrikots,10210249,adidas,HB1642,Adi_T_KID,HB1647,222211,2022-03-18,103070,65,tuerkis,schwarz,,minrus,true,HB1642,Torhüter,Torhüter - Trikots,Condivo,Langarm,,,,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210250_HB1643_000,adidas Condivo 22 TW-Trikot langarm Kid,1001,Torwarttrikots,10210250,adidas,HB1643,Adi_T_KID,HB1647,222211,2022-03-21,103070,65,schwarz,weiss,,black,true,HB1643,Torhüter,Torhüter - Trikots,Condivo,Langarm,,,,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210251_HB1645_000,adidas Condivo 22 TW-Trikot langarm Kid,1001,Torwarttrikots,10210251,adidas,HB1645,Adi_T_KID,HB1647,222211,2022-03-18,103070,65,orange,weiss,,orange,true,HB1645,Torhüter,Torhüter - Trikots,Condivo,Langarm,,,,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210252_HB1646_000,adidas Condivo 22 GK-Shirt l/s Kids,1001,Torwarttrikots,10210252,adidas,HB1646,Adi_T_KID,HB1647,222211,2022-03-15,103070,65,grau,schwarz,,lgtgre,true,HB1646,Torhüter,Torhüter - Trikots,Condivo,Langarm,,,,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210253_HB1647_000,adidas Condivo 22 GK-Shirt l/s Kids,1001,Torwarttrikots,10210253,adidas,HB1647,Adi_T_KID,HB1647,222211,2022-04-07,103070,65,blau,weiss,,blurus,true,HB1647,Torhüter,Torhüter - Trikots,Condivo,Langarm,,,,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210254_HB1654_000,adidas Condivo 22 TW-Trikot langarm Dam,1001,Torwarttrikots,10210254,adidas,HB1654,Adi_T_WNS,HB1654,222211,2022-10-21,103070,65,schwarz,grau,weiss,black,true,HB1654,Torhüter,Langarm-Trikots,,Langarm,,,V-Ausschnitt,Polyester,100,,,,,Atmungsaktivität;Bequem;Haltbarkeit
adidas,10210255_HB1661_000,adidas Condivo 22 Torwartshort Damen Sc,1002,Torwarthosen,10210255,adidas,HB1661,Adi_T_WNS,H21242,222211,2022-03-21,103071,67,schwarz,rot,,black,true,HB1661,Torhüter,Torhüter - Hosen,Condivo,,Kurz,,,Polyester,100,,,allgemein,Kordelzug,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210256_HB1666_000,adidas Condivo 22 Torwartshort Kids Gra,1002,Torwarthosen,10210256,adidas,HB1666,Adi_T_KID,HB1667,222211,2022-03-18,103071,67,grau,schwarz,,lgtgre,true,HB1666,Torhüter,Torhüter - Hosen,Condivo,,Kurz,,,Polyester,100,,,allgemein,Kordelzug,Atmungsaktivität;Bequem;Elastizität;Leicht;AEROREADY
adidas,10210257_HB1667_000,adidas Condivo 22 Torwartshort Kids Bla,1002,Torwarthosen,10210257,adidas,HB1667,Adi_T_KID,HB1667,222211,2022-03-17,103071,67,blau,weiss,,blurus,true,HB1667,Torhüter,Torhüter - Hosen,Condivo,,Kurz,,,Polyester,100,,,allgemein,Kordelzug,Atmungsaktivität;Bequem;Elastizität;Leicht;AEROREADY
adidas,10210258_HB1668_000,adidas Condivo 22 Torwartshort Kids Tür,1002,Torwarthosen,10210258,adidas,HB1668,Adi_T_KID,HB1667,222211,2022-02-24,103071,67,tuerkis,schwarz,,minrus,true,HB1668,Torhüter,Torhüter - Hosen,Condivo,,Kurz,,,Polyester,100,,,allgemein,Kordelzug,Atmungsaktivität;Bequem;Elastizität;Leicht;AEROREADY
adidas,10210259_HB1669_000,adidas Condivo 22 Torwartshort Kids Ora,1002,Torwarthosen,10210259,adidas,HB1669,Adi_T_KID,HB1667,222211,2022-02-24,103071,67,orange,weiss,,orange,true,HB1669,Torhüter,Torhüter - Hosen,Condivo,,Kurz,,,Polyester,100,,,allgemein,Kordelzug,Atmungsaktivität;Bequem;Elastizität;Leicht;AEROREADY
adidas,10210260_HB1671_000,adidas Condivo 22 Torwartshort Kids Sch,1002,Torwarthosen,10210260,adidas,HB1671,Adi_T_KID,HB1667,222211,2022-03-16,103071,67,schwarz,weiss,,black,true,HB1671,Torhüter,Torhüter - Hosen,Condivo,,Kurz,,,Polyester,100,,,allgemein,Kordelzug,Atmungsaktivität;Bequem;Elastizität;Leicht;AEROREADY
adidas,10211181_HF0137_000,adidas Condivo 22 Torwarttrikot langarm,1001,Torwarttrikots,10211181,adidas,HF0137,Adi_T_US,HB1616,222211,2022-03-15,103070,65,gelb,,,tmyell,true,HF0137,Torhüter,Torhüter - Trikots,Condivo,Langarm,,,V-Ausschnitt,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10211182_HF0138_000,adidas Condivo 22 Torwarttrikot Gelb,1001,Torwarttrikots,10211182,adidas,HF0138,Adi_T_US,HB1623,222211,2022-06-23,103070,65,gelb,,,tmyell,true,HF0138,Torhüter,Torhüter - Trikots,Condivo,Kurzarm,,,V-Ausschnitt,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10211183_HF0139_000,adidas Condivo 22 TW-Trikot langarm Kid,1001,Torwarttrikots,10211183,adidas,HF0139,Adi_T_KID,HB1647,222211,2022-03-15,103070,65,gelb,schwarz,,tmyell,true,HF0139,Torhüter,Torhüter - Trikots,Condivo,Langarm,,,,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10211184_HF0141_000,adidas Condivo 22 Torwartshort Gelb,1002,Torwarthosen,10211184,adidas,HF0141,Adi_T_US,HB1629,222211,2022-05-10,103071,67,gelb,,,tmyell,true,HF0141,Torhüter,Torhüter - Hosen,Condivo,,Kurz,,,Polyester,100,,,allgemein,Kordelzug,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10211185_HF0146_000,adidas Condivo 22 Torwartshort Kids Gel,1002,Torwarthosen,10211185,adidas,HF0146,Adi_T_KID,HB1667,222211,2022-03-16,103071,67,gelb,schwarz,,tmyell,true,HF0146,Torhüter,Torhüter - Hosen,Condivo,,Kurz,,,Polyester,100,,,allgemein,Kordelzug,Atmungsaktivität;Bequem;Elastizität;Leicht;AEROREADY
NIKE,10214275_DH7760_060,Nike Torwarttrikot Grau F060,1001,Torwarttrikots,10214275,Nike,DH7760,Nike_T_MEN,DH7760,222212,2021-12-16,103070,65,grau,schwarz,weiss,anthracite/black/white,true,DH7760-060,Torhüter,Torhüter - Trikots,Gardien,Kurzarm,Normal,normal,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend;Atmungsaktivität;Bequem;Schweißableitend
NIKE,10214276_DH7760_719,Nike Torwarttrikot Gelb F719,1001,Torwarttrikots,10214276,Nike,DH7760,Nike_T_MEN,DH7760,222212,2021-12-16,103070,65,gelb,schwarz,,tour yellow/university gold/black,true,DH7760-719,Torhüter,Torhüter - Trikots,Gardien,Kurzarm,Normal,normal,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend;Atmungsaktivität;Bequem;Schweißableitend
NIKE,10214277_DH7760_819,Nike Torwarttrikot Orange F819,1001,Torwarttrikots,10214277,Nike,DH7760,Nike_T_MEN,DH7760,222212,2021-12-16,103070,65,orange,schwarz,,safety orange/orange trance/black,true,DH7760-819,Torhüter,Torhüter - Trikots,Gardien,Kurzarm,Normal,normal,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend;Atmungsaktivität;Bequem;Schweißableitend
NIKE,10214297_DH7967_060,Nike Torwarttrikot Grau F060,1001,Torwarttrikots,10214297,Nike,DH7967,Nike_T_MEN,DH7967,222212,2022-02-23,103070,65,grau,schwarz,weiss,anthracite/black/white,true,DH7967-060,Torhüter,Torhüter - Trikots,Gardien,Langarm,Normal,normal,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;Wärmend;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
NIKE,10214298_DH7967_719,Nike Torwarttrikot Gelb F719,1001,Torwarttrikots,10214298,Nike,DH7967,Nike_T_MEN,DH7967,222212,2022-06-09,103070,65,gelb,schwarz,,tour yellow/university gold/black,true,DH7967-719,Torhüter,Torhüter - Trikots,Gardien,Langarm,Normal,normal,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;Wärmend;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
NIKE,10214299_DH7967_819,Nike Torwarttrikot Orange F819,1001,Torwarttrikots,10214299,Nike,DH7967,Nike_T_MEN,DH7967,222212,2021-12-16,103070,65,orange,schwarz,,safety orange/orange trance/black,true,DH7967-819,Torhüter,Torhüter - Trikots,Gardien,Langarm,Normal,normal,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;Wärmend;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
NIKE,10214369_DH8346_060,Nike Gardien IV Torwarttrikot langarm K,1001,Torwarttrikots,10214369,Nike,DH8346,Nike_T_KID,DH8346,222212,2022-03-16,103070,65,grau,schwarz,weiss,anthracite/black/white,true,DH8346-060,Torhüter,Torhüter - Trikots,Gardien,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Elastizität;Leicht
NIKE,10214370_DH8346_719,Nike Gardien IV Torwarttrikot langarm K,1001,Torwarttrikots,10214370,Nike,DH8346,Nike_T_KID,DH8346,222212,2022-03-16,103070,65,gelb,schwarz,,tour yellow/university gold/black,true,DH8346-719,Torhüter,Torhüter - Trikots,Gardien,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Elastizität;Leicht
NIKE,10214371_DH8346_819,Nike Gardien IV Torwarttrikot langarm K,1001,Torwarttrikots,10214371,Nike,DH8346,Nike_T_KID,DH8346,222212,2022-10-04,103070,65,orange,schwarz,,safety orange/orange trance/black,true,DH8346-819,Torhüter,Torhüter - Trikots,Gardien,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Elastizität;Leicht
Puma,10216115_657851_003,PUMA Torwart Shirt gepolstert Schwarz F,1001,Torwarttrikots,10216115,PUMA,657851,Puma_T_MEN,657851,222210,2022-05-10,103070,65,schwarz,,,puma black,true,657851-03,Torhüter,Kurzarm-Shirts,,Langarm,,,Rundhals,Polyester,88,Elastodien,12,,,Atmungsaktivität;Bequem;Haltbarkeit;Wärmend
Puma,10216116_657852_003,PUMA Torwart Shirt gepolstert Kids Schw,1001,Torwarttrikots,10216116,PUMA,657852,Puma_T_KID,657852,222210,2022-03-16,103070,65,schwarz,,,puma black,true,657852-03,Torhüter,Torhüter - Trikots,,Langarm,,,Rundhals,Polyester,88,Elastodien,12,,,Atmungsaktivität;Bequem;Leicht;Schweißableitend
JAKO,10219079_8911_062,JAKO Tropicana Torwarttrikot Schwarz F6,1001,Torwarttrikots,10219079,JAKO,8911,Jako_T_MEN,8911,222209,2022-05-04,103070,65,schwarz,gelb,orange,retro,true,8911-620,Torhüter,Torhüter - Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Haltbarkeit;Wärmend
JAKO,10219084_8911_011,JAKO Tropicana Torwarttrikot Rot F110,1001,Torwarttrikots,10219084,JAKO,8911,Jako_T_MEN,8911,222209,2022-05-10,103070,65,rot,,,sportrot,true,8911-110,Torhüter,Torhüter - Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Haltbarkeit;Wärmend
JAKO,10219086_8911_011,JAKO Tropicana Torwarttrikot Kids Rot F,1001,Torwarttrikots,10219086,JAKO,8911,Jako_T_KID,8911K,222209,2022-05-19,103070,65,rot,,,sportrot,true,8911K-110,Torhüter,Torhüter - Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Haltbarkeit;Wärmend
erima,10223407_4142201_00K,Erima GK-Shirt Pro Kids,1001,Torwarttrikots,10223407,Erima,4142201,Erim_T_TEX,4142201K,222208,2023-05-16,103070,1159,schwarz,,,schwarz/slate grey,true,4142201-00K,,Langarm-Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht
erima,10223408_4142201_000,Erima GK-Shirt Pro,1001,Torwarttrikots,10223408,Erima,4142201,Erim_T_TEX,4142201,222208,2023-05-16,103070,1159,schwarz,,,schwarz/slate grey,true,4142201,Torhüter,Langarm-Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht
erima,10223409_4142202_00K,Erima GK-Shirt Pro Kids Neon,1001,Torwarttrikots,10223409,Erima,4142202,Erim_T_TEX,4142201K,222208,2024-01-16,103070,65,orange,rot,,neon orange/bordeaux,true,4142202-00K,Torhüter,Langarm-Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,
erima,10223410_4142202_000,Erima GK-Shirt Pro Neon,1001,Torwarttrikots,10223410,Erima,4142202,Erim_T_TEX,4142201,222208,2023-08-29,103070,65,orange,rot,,neon orange/bordeaux,true,4142202,Torhüter,Langarm-Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht
erima,10223411_4142203_00K,Erima GK-Shirt Pro Kids,1001,Torwarttrikots,10223411,Erima,4142203,Erim_T_TEX,4142201K,222208,2023-11-15,103070,65,tuerkis,blau,,columbia/new navy,true,4142203-00K,Torhüter,Langarm-Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,
erima,10223412_4142203_000,Erima GK-Shirt Pro,1001,Torwarttrikots,10223412,Erima,4142203,Erim_T_TEX,4142201,222208,2023-05-05,103070,1159,gruen,blau,,columbia/new navy,true,4142203,Torhüter,Langarm-Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht
JAKO,10223606_8911_801,JAKO Tropicana Torwarttrikot Schwarz Gr,1001,Torwarttrikots,10223606,JAKO,8911,Jako_T_MEN,8911,222209,2022-05-19,103070,65,schwarz,grau,,schwarz/anthrazit,true,8911-801,Torhüter,Torhüter - Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Haltbarkeit;Wärmend
JAKO,10223723_8911_801,JAKO Tropicana Torwarttrikot Kids Schwa,1001,Torwarttrikots,10223723,JAKO,8911,Jako_T_KID,8911K,222209,2022-05-19,103070,65,schwarz,grau,,schwarz/anthrazit,true,8911K-801,Torhüter,Torhüter - Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Haltbarkeit;Wärmend
JAKO,10223724_8911_620,JAKO Tropicana Torwarttrikot Kids Schwa,1001,Torwarttrikots,10223724,JAKO,8911,Jako_T_KID,8911K,222209,2022-05-19,103070,65,schwarz,gelb,orange,retro,true,8911K-620,Torhüter,Torhüter - Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Haltbarkeit;Wärmend
uhlsport,10225683_1005204_003,uhlsport Offense 23 Goalkeeper Set Blau,1001,Torwarttrikots,10225683,uhlsport,1005204,Uhl_T_TEX,1005204,222204,2023-05-16,103070,4389,blau,blau,,night blau/marine/fluo ge,true,1005204-03,Trikots,Trikot-Sets,,Langarm,,,Rundhals,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Dämpfung;Haltbarkeit;Individuelle Passform;Leicht;Schweißableitend
JAKO,10226088_8911_231,JAKO Tropicana Torwarttrikot Kids Grün,1001,Torwarttrikots,10226088,JAKO,8911,Jako_T_KID,8911K,222209,2022-05-19,103070,65,khaki,gruen,,khaki/neongrün,true,8911K-231,Torhüter,Torhüter - Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Haltbarkeit;Wärmend
JAKO,10226091_8911_231,JAKO Tropicana Torwarttrikot Grün F231,1001,Torwarttrikots,10226091,JAKO,8911,Jako_T_MEN,8911,222209,2022-05-19,103070,65,khaki,gruen,,khaki/neongrün,true,8911-231,Torhüter,Torhüter - Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Haltbarkeit;Wärmend
reusch,10231417_5113700_7700,Reusch Compression Padded TW-Shirt F770,1001,Torwarttrikots,10231417,Reusch,5113700,Reu_E_Klei,5113700,222202,2022-11-14,103070,65,schwarz,,,black,true,5113700-7700,Torhüter,Underwear - Shirts,,Langarm,,kompression,Rundhals,Polyester,68,Polyurethan (thermoplastisch),20,,,Atmungsaktivität;Haltbarkeit;Schutz;Schweißableitend
uhlsport,10231682_1005612_011,Uhlsport Tower Hyperred Torwarttrikot l,1001,Torwarttrikots,10231682,uhlsport,1005612,Uhl_T_TEX,1005612,222204,2022-05-05,103070,65,schwarz,rot,,schwarz/rot,true,1005612-11,Torhüter,Torhüter - Trikots,Tower,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;Schutz;Schweißableitend
uhlsport,10231683_1005612_011,Uhlsport Tower Torwarttrikot langarm Ki,1001,Torwarttrikots,10231683,uhlsport,1005612,Uhl_T_TEX,1005612K,222204,2022-05-04,103070,65,schwarz,rot,,schwarz/rot,true,1005612-11AA,Torhüter,Torhüter - Trikots,Tower,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;Schutz;Schweißableitend
uhlsport,10231752_1002215_008,Uhlsport Goal 25 Hyperred Trikot Schwar,1001,Torwarttrikots,10231752,uhlsport,1002215,Uhl_T_TEX,1002215,222204,2022-05-05,103070,65,schwarz,rot,,schwarz/rot,true,1002215-08,Trikots,Kurzarm-Trikots,,Kurzarm,,normal,V-Ausschnitt,Polyester,100,,,allgemein,,Atmungsaktivität;Haltbarkeit;Schweißableitend
adidas,10233738_IB8084_000,adidas Tiro 23 Competition Shorts,1002,Torwarthosen,10233738,adidas,IB8084,Adi_T_US,ETX38,222211,2023-02-16,103042,1178,blau,weiss,,royblu/white,true,IB8084,Hosen,Shorts,Tiro,,,normal,,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Leicht;Schweißableitend;AEROREADY
adidas,10233748_IB8088_000,adidas Tiro 23 Competition GK-Shorts,1002,Torwarthosen,10233748,adidas,IB8088,Adi_T_US,ETX38,222211,2023-02-16,103042,1178,gruen,weiss,,teassg/white,true,IB8088,Hosen,Shorts,Tiro,,,normal,,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Leicht;Schweißableitend;AEROREADY
adidas,10233753_IB8090_000,adidas Tiro 23 Competition GK-Shorts,1002,Torwarthosen,10233753,adidas,IB8090,Adi_T_US,ETX38,222211,2023-02-15,103042,1178,rot,gruen,,tmcord/teassg,true,IB8090,Hosen,Shorts,Tiro,,,normal,,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Leicht;Schweißableitend;AEROREADY
adidas,10233757_IB8091_000,adidas Tiro 23 Competition GK-Shorts,1002,Torwarthosen,10233757,adidas,IB8091,Adi_T_US,ETX38,222211,2023-02-16,103042,1178,gelb,rot,gelb,tmyell/tmcord,true,IB8091,Hosen,Shorts,Tiro,,,normal,,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Leicht;Schweißableitend;AEROREADY
NIKE,10234023_DJ7232_398,Nike Foundation Torwarttrikot langarm G,1001,Torwarttrikots,10234023,Nike,DJ7232,Nike_T_MEN,DJ7232,222212,2022-05-25,103070,65,gruen,schwarz,,green strike/mean green/black,true,DJ7232-398,Torhüter,Torhüter - Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Haltbarkeit;Schweißableitend;Wärmend
NIKE,10234024_DJ7232_461,Nike Foundation Torwarttrikot langarm B,1001,Torwarttrikots,10234024,Nike,DJ7232,Nike_T_MEN,DJ7232,222212,2022-05-25,103070,65,blau,weiss,,turquoise blue/aquamarine/white,true,DJ7232-461,Torhüter,Torhüter - Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Haltbarkeit;Schweißableitend;Wärmend
NIKE,10234025_DJ7232_740,Nike Foundation Torwarttrikot langarm G,1001,Torwarttrikots,10234025,Nike,DJ7232,Nike_T_MEN,DJ7232,222212,2022-05-25,103070,65,gelb,schwarz,,dynamic yellow/chrome yellow/black,true,DJ7232-740,Torhüter,Torhüter - Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Haltbarkeit;Schweißableitend;Wärmend
NIKE,10234026_DJ7258_398,Nike Torwarttrikot Grün F398,1001,Torwarttrikots,10234026,Nike,DJ7258,Nike_T_MEN,DJ7258,222212,2022-05-25,103070,65,gruen,schwarz,,green strike/mean green/black,true,DJ7258-398,Trikots,Torhüter - Trikots,,Kurzarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10234027_DJ7258_398,Nike Foundation kurzarm Torwarttrikot B,1001,Torwarttrikots,10234027,Nike,DJ7258,Nike_T_MEN,DJ7258,222212,2022-05-25,103070,65,blau,schwarz,,GREEN STRIKE/MEAN GREEN/BLACK,true,DJ7258-461,Trikots,Torhüter - Trikots,,Kurzarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10234028_DJ7331_060,Nike Foundation Torwartshort Grau Weiss,1002,Torwarthosen,10234028,Nike,DJ7331,Nike_T_MEN,DJ7331,222212,2022-05-27,103071,67,grau,schwarz,weiss,anthracite/black/white,true,DJ7331-060,Torhüter,Torhüter - Hosen,,,Kurz,,,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10234029_DJ7331_398,Nike Foundation Torwartshort Grün F398,1002,Torwarthosen,10234029,Nike,DJ7331,Nike_T_MEN,DJ7331,222212,2022-05-27,103071,67,gruen,schwarz,,green strike/mean green/black,true,DJ7331-398,Torhüter,Torhüter - Hosen,,,Kurz,,,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
JAKO,10234096_ISP8936_008,JAKO Inter GK-Pants Kids,1002,Torwarthosen,10234096,JAKO,ISP8936,Jako_T_KID,ISP8936K,222209,2023-09-18,103071,67,schwarz,,,schwarz,true,ISP8936K-08,Hosen,Torhüter - Hosen,,,,eng,,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Dämpfung;Haltbarkeit;Leicht;Schutz;Schweißableitend;Wärmend
uhlsport,10237004_1005643_002,Uhlsport Bionikframe RES Longtight Schw,1002,Torwarthosen,10237004,uhlsport,1005643,Uhl_T_TEX,1005643,222204,2023-02-24,103071,66,schwarz,,,schwarz,true,1005643-02,Underwear,Underwear - Hosen,,,,eng,,Polyester,90,Elastodien,10,,,Bequem;Dämpfung;Elastizität;Haltbarkeit
uhlsport,10237004_1005643_002,uhlsport Bionikframe RES Longtight,1005,Torwart Unterziehhosen,10237004,uhlsport,1005643,Uhl_T_TEX,1005643,222204,2023-02-24,103071,66,schwarz,,,schwarz,true,1005643-02,Underwear,Underwear - Hosen,,,,eng,,Polyester,90,Elastodien,10,,,Bequem;Dämpfung;Elastizität;Haltbarkeit
uhlsport,10237120_1005637_003,Uhlsport Bionikframe Padded Longtight S,1002,Torwarthosen,10237120,uhlsport,1005637,Uhl_T_TEX,1005637,222204,2023-01-31,103071,66,schwarz,orange,,schwarz/fluo orange,true,1005637-03,Underwear,Tights,,,,kompression,,Polyester,91,Elastodien,9,,,Atmungsaktivität;Bequem;Dämpfung;Schutz
uhlsport,10237121_1005638_003,Uhlsport Bionikframe Padded TW-Short Sc,1002,Torwarthosen,10237121,uhlsport,1005638,Uhl_T_TEX,1005638,222204,2022-11-17,103071,67,schwarz,orange,,schwarz/fluo orange,true,1005638-03,Hosen,Torhüter - Hosen,,,Kurz,eng,,Polyester,91,Elastodien,9,,,Dämpfung;Schutz
uhlsport,10237122_1005640_003,Uhlsport Bionikframe Unpadded TW-Short,1002,Torwarthosen,10237122,uhlsport,1005640,Uhl_T_TEX,1005640,222204,2022-11-17,103071,67,schwarz,orange,,schwarz/fluo orange,true,1005640-03,Underwear,Underwear - Hosen,,,,kompression,,Polyester,91,Elastodien,9,,,Haltbarkeit;Kompression
uhlsport,10237122_1005640_003,Uhlsport Undershorts Bionikframe Unpadde,1005,Torwart Unterziehhosen,10237122,uhlsport,1005640,Uhl_T_TEX,1005640,222204,2022-11-17,103071,67,schwarz,orange,,schwarz/fluo orange,true,1005640-03,Underwear,Underwear - Hosen,,,,kompression,,Polyester,91,Elastodien,9,,,Haltbarkeit;Kompression
uhlsport,10237124_1005643_003,Uhlsport Bionikframe RES Longtight Schw,1002,Torwarthosen,10237124,uhlsport,1005643,Uhl_T_TEX,1005643,222204,2023-01-31,103071,66,schwarz,orange,,schwarz/fluo orange,true,1005643-03,Underwear,Underwear - Hosen,,,,eng,,Polyester,90,Elastodien,10,,,Bequem;Dämpfung;Elastizität;Haltbarkeit
uhlsport,10237125_1005646_003,Uhlsport Bionikframe 3/4 Tight Schwarz,1002,Torwarthosen,10237125,uhlsport,1005646,Uhl_T_TEX,1005646,222204,2023-02-21,103071,63,schwarz,orange,,schwarz/fluo orange,true,1005646-03,Hosen,Tights,,,,kompression,,Polyester,90,Elastodien,10,,,Atmungsaktivität;Bequem;Elastizität;Leicht
reusch,10237906_5113500_7700,Reusch Compression Soft Padded TW-Shirt,1001,Torwarttrikots,10237906,Reusch,5113500,Reeb_T_MEN,5113500,222202,2022-08-15,103070,65,schwarz,weiss,,black/white,true,5113500-7700,Torhüter,Underwear - Shirts,,Langarm,,eng,Rundhals,Polyester,52,Polyurethan (thermoplastisch),40,,,Atmungsaktivität;Elastizität;Haltbarkeit
reusch,10237906_5113500_7700,Reusch Compression Soft Padded TW-Shirt,1004,Torwart Unterziehshirts,10237906,Reusch,5113500,Reeb_T_MEN,5113500,222202,2022-08-15,103070,65,schwarz,weiss,,black/white,true,5113500-7700,Torhüter,Underwear - Shirts,,Langarm,,eng,Rundhals,Polyester,52,Polyurethan (thermoplastisch),40,,,Atmungsaktivität;Elastizität;Haltbarkeit
